text,sentiment
love cheesey one cool orignal one skip brother get try u c haha,positive
art coffee cake,neutral
thanks teach play part song,positive
btw song youll always find ur way back home hannah montana,neutral
safely say wont euro winner week,neutral
keep update,neutral
right wave,neutral
realize today last day see best friend tanner im goin miss much,neutral
veronica gon na rock stage tomorrow happy mother day everyone,positive
im hurtle headlong day spanish art view tomorrow revision extra free,negative
not_stay play,neutral
im hungrybut theres not_food mah house,negative
nothing sit see mr p husband,neutral
karma get hung laugh loud im still big dawg though,neutral
greenville drive game arent without baseball guy clown,negative
case thats stupid move think ba,negative
busy ugh largest headache,negative
absolutely love thanks,positive
ihop bestiesminus one wheres dr work course,neutral
crew cob try hardest put great show fan appreciate tell alexi get well soon mh,neutral
haha follow john mayerhes pretty funny guy want move la much fun,positive
n't leave forever well miss much,negative
eat meet time sigh well well want start work wait move new house,neutral
wonder mnet show,neutral
hope filming go well im new whole twilight phenomenon couldnt pick better vampire,neutral
hott tuuneee,neutral
oh hi terri good good gossip,positive
break daily build break daily plan well,negative
drink sugar milk not_coffee coffee brain,neutral
im weekend expect way hot,neutral
body decide good time wake every morning maybe dean wait dream,positive
get early ton im head cherokee park run walk,neutral
not_actually manage purchase anything ovi store yet constant server error check,neutral
come join fun first pitch legend game may pm,neutral
defeat polo,negative
doesnt mcdonalds make pineapple pie,neutral
spend last two week attempt grow beard scratch fear may look bit rubbish,negative
welcome,neutral
feel absoulutley fine,positive
really want puppy,neutral
raining,neutral
one fan vip one winner twisted vid het si weer eens raar gelopen chaos,positive
ok hubby really isnt go log anytime soon,neutral
first time,neutral
sleep jesse mccartney,neutral
ca n't hide tweetie icon not_change,neutral
jason mraz still serenade read judicial supervision executive action commonwealth caribbean bbl,positive
kill bradies gf bradie,negative
know mom love flower love rieger begonia hang basket seem perfect,positive
happy mother day,positive
yep boonies get look map transition get ta find place job,neutral
arent come montreal,neutral
yeah,neutral
learn school,neutral
goodnight happy mother day,positive
better believe wouldnt miss world,positive
end work thank god accomplish number thing,positive
indeed,neutral
anderson tweet awesome heat thats dencorub,neutral
really like pink saw live new tmobile advert,positive
go london,neutral
promise thanks,positive
wan na go shopping n't get pay till next week,neutral
bank holiday youre happy know clap hand,positive
aw man im sorry logical reasoning promise study order tutor new student,negative
ive normal ppl consider night not_problem go sleep nightmare wake,neutral
oh ouch hurt wash machine get,negative
day good spent day catch sleep relax kind lazy day hehe oooo shop resist,neutral
youre welcome char glad like cake pretty simple give try,positive
go come venue say couldnt afford open cancelled wish,negative
wide awake ready big shopping trip hope get tone sweet dealz lot fancy clothes,positive
thank gut follower mean lot,positive
everyone sing playback comet,neutral
get yaaay really worried phone wouldnt fit glad happy mother day laugh loud,positive
could go lulu slant door right tomorrow farmer market right,neutral
whoever u wherever u go always remember u come,neutral
didnt see,neutral
hehe indeed actually nearly change bio n't panic want keep freehugs,neutral
twitter criado,neutral
might sunny today ala new product must make etsy,neutral
awesome spent day studyin chillin lil goin bed slowly gettin colder paraguay winter comin,positive
bailon talk hip,neutral
miss senior already,negative
bout watch movie nd drink wit martin nd leslie,neutral
still not_eat still office get sick throat day leave air condition throat kill tour bus,negative
really ur get rid thats sad,negative
butbutthe nurburgring good,positive
sound really brummie laugh loud hate look,negative
alicev not_none house im not_sure drive coffee stand worse think would,negative
take math quizon fridaybooo,neutral
anything bookmark keychain surprise,positive
gon na watch jt snl tonight not_a fan music think hilarious pant way funny,negative
anyone want chocolate nutella mochi gon na go waste,neutral
live manchester england still never not_be london,neutral
dig late see miss great time donnys birthday remember call monday,neutral
may happy star war day,positive
ive gotten much pack already lmao well little anyway either way good start,neutral
angry sad happy excite hate mood change right immensely sad,negative
bom dia good morning guten morgen return twitter,positive
bummer phone get disconnect weekend birthday darn,negative
yay not_the eurovision fan twitter,positive
well close pretty eye count boring sheep youll sleep not_time,neutral
think take medicine cuz laugh hard head not_be much pain think laughter gud,neutral
today write two song one temple probably never not_perform ever one mother day happy vesak everyone rena xoxo,positive
maybe someday lova ya friend computer suck listen tomorrow meet bbff,neutral
call communifuckingcationlearn know stupid people,negative
make wish dog instead cat,negative
yeah hopefully not_then maybe save get christmas find,positive
wake still bed sunday r nothing day week,neutral
think amazing presentation whole keep review item tax thing blogher shes awesome,positive
arlando totally havne talk long timenow find worth man,neutral
hello friend welcome twitter,positive
eat pringles nearly really remind tour jonas brother n't aski miss much,negative
n't like sick guidance counsellor suppose take kid school bowl pizza,negative
force eat red hotdog coz im starving nothing else breakfast ick,negative
play dd bank holiday nice get many xp kill blob actually two though tentacle,positive
travel alone make meet new peoplenew circle stranger become friend,positive
might enjoy one,positive
x hey cameron know amaze sunburn mum isnt happy throat kill still,neutral
get home another amazing night,positive
x brother move,neutral
im upload video youtube give link get loaded variety daily life not_amaze fun watch,neutral
eww town fair tire smell horrible make sick,negative
not_clever headline sorry salt lake city,negative
happy mother day lovee mami,positive
fire rain james taylor fit style need sa audition perfectly ca n't find karaoke track high enough key,negative
excited jon today good luck guy,positive
ouch stomachace eat lot,negative
not_i slow hate get trailhead not_get,negative
gutted miss one night try leave early laugh loud friend visitin tire haha,negative
oh dear bgt,neutral
make new youtube background photoshop thanks,positive
wish every day,neutral
must time go home yes indeedy,neutral
teng,neutral
hey chutti tiring travel tomo friday,negative
youre get island,neutral
well yeah hormone thing basically give thought misbehave specifically upset mom,negative
grreverytime get new girlfriendim bottom totem pole,negative
oh read,neutral
simple know use hahaa im glad youre okay x,positive
cat know yes n't remind im effin jealous aust time,negative
yeah,neutral
doesnt go work tomorrow good time revision though,positive
super bore friday night,negative
feel sick hmph,negative
kiisfm hey ca n't seem get ryans show online whats not_right,neutral
work today yesterday time card say work oh well hello weekend,neutral
guitar aint herew yet feel like lose limb,negative
not_have good dayone bad thing another,negative
horrible sleep rather bad mood,negative
pretty cold outside today get another exam,neutral
doubt go instinct,neutral
cavs easier route denver,positive
good afternoon sort technical glitch rainy bh monday lazy day daughter menfolk round roast dinner,positive
run errand little man maybe wont act like year old today,neutral
look exactly like get gh guitar hand,neutral
nobody write,neutral
post late get back see star trek awesome,positive
school tired didnt hear text last night laugh loud still tire love jesus christ,neutral
im gettin nd watch movie nd couple drink nd shot ill try get get back,neutral
itlesson school eating salad,neutral
answer never not_learn write french basic stuff,negative
epic ocd moment delete sims file spend hour building set favorite food wrong,negative
im genius put rug wash machine leave folding door half open machine move door wont close open shake head,neutral
thats not_fair ca n't vote say voting close vote everyday could vote like,negative
get back run really good,positive
dunno man bout wendys mmmmmm n't gots htown,neutral
run outta bathroom pass maybe mrs french nice today,neutral
hate fact nice outsidee im inside revisionn,neutral
ugh neck really hurt im aquatards xox,negative
knowledge xmen start scare,negative
watchinggg new video sooo good addict,positive
god piss always enter comp never not_wini sore loser,negative
curry shrimp yesterday laugh loud love seafood,positive
except move,neutral
hellooooooo whats scene people,negative
tee beefinwhat u suppose leavin,neutral
people not_idea depressing steakhouse not_be able eat,negative
get saturday frame sign foto last night valentino rossi aswell eee night,positive
good morning jess want say thank everyone follow u tell friend u please,positive
think new oh yes btw bankroll stay bit yesterday wont whine bad beat,positive
ahhh finally go yogurtland save spoon hahaha,neutral
sorry wahh lub u toooo,neutral
cupcake call anything bitch supposeand even certain circumstance,negative
burn zuccini,negative
oh not_i hope find kitten,positive
madd bore,negative
puzzle people mood swing make somewhat sad ca n't pinpoint feel,negative
get copy wan na watch also,neutral
weber write leadership essay abt founder expansion didnt go well try break america lot money burn,negative
doh rush get puma open get pull sad,negative
relax bed go sleep nice get house tonight,positive
truly impressive ca n't come close take argument whether web need sub new level though,positive
charmer like football,neutral
thank jon thats sweet,positive
miss today greatest day ever im burnt lmfao nice tan ride hr,neutral
perhaps start include magic tweet btw didnt write magic ur tweet,neutral
feel like,negative
im sorry want call not_i aim couple hour need vent,negative
ya would gain kg work today,neutral
head thump,negative
ca n't wait crack open not_doubt learn well support evangelizing cubiclefreedomness,positive
last night cork come tomorrow wont even remember double sad face haha word lily allen not_fair,negative
laugh loud go okay far tell test today geo zone get like,positive
make want cry grow men discus character child,negative
go eat breakfast jay jay cafe one,neutral
fml step needle ouch waaaaa drycleaners,negative
well rite gt headache,negative
wonder actually week bar pack peep r leavin,negative
wake workinghappy gon na great day today see itand im not_sore run yesterday,positive
break dresser shes since three,negative
headache suck especially stress related one use get lot,neutral
really like lady gagas paparazzo whatshappening,positive
get new cellphone wednesday lg voyager soo sweet ca n't wait long though,positive
chili cheese fry bad idea lunch,negative
youre absolutely welcome love happy able help make moment happen,positive
youre not_gon na paint oh well,neutral
join twitter hiya world,neutral
indeed get song however unable listen,neutral
decide not_to goi want see sweetie ca n't,negative
feel better still cough not_move yet impossible,neutral
really big spider floor two metre away actually little scared,negative
tell grandmother say hello,neutral
hunter ah comedy central frasier morning till twelve guess go morning,neutral
feel slightly better sure miss himhes go hard get mess donutscomfort,neutral
need get shut eye ca n't let try time ta ta twitterworld,neutral
dangwhen plant thorny bush ouchno kitty hug today,neutral
nanay cry read card give hugged next thing know cry haha cry baby love,neutral
ca n't wait daughtrys new album ack two month,positive
ff later busy make plan today beshie gon na dc june bball game,negative
see fifth element make super green lot funnier,positive
like double post twitter laugh loud not_me n't take anything,neutral
friday feel bore not_time fun today not_so much mood either,negative
excuse theres kiddingidding laugh loudso long yr fun night start laugh loud,positive
fair enough actually n't give xmen mad max fine,positive
mondayfunday wake peopleand keep awake please today go long onei already feel eww,negative
n't depress motherinlaw stay weekend someone else wait kid,negative
girl stay invite not_do followup hahaha not_phone call check,negative
not_fair want sticker move away london,negative
start day little northern light,neutral
tired,negative
soooooooooo glad learn farrell ice cream parlor stag comeback cal bad mission viejo mall,neutral
laugh loudl course tooo love new song toooo,positive
not_traffic way home traffic light greenim afraidiowe karma big check,positive
homeworkboring,negative
hard copy doc reviewwhile write comment realize forgotten write ie papercan hardly recognize read back,negative
luv someone fear wish someone exsplain,neutral
morning everyone hope great sunday,positive
look like twitter,negative
beautiful song anyone could use pick tonight,positive
printchick exactly thats first time saw reply jon never not_go oh fun new phone,positive
rey nah really gradually ptfe tape go mm time ive year love x,positive
honey thank business exam tomorrow,positive
least legal kuwait u werent drive suv u get ticket big smile,neutral
yup stil work,neutral
oh love em think kind preservative theyre use stay justbaked kinda make sick,neutral
dad drink today successful,positive
marriage isnt legal everywhere,negative
im sorrryy go cinema broth cause im cool yeah im sorrrry tomorrow tho ill make sure,neutral
nope travel want pay,neutral
good morning david happy mother day mom laugh loud bad u ca n't awesome,neutral
sunglass break,neutral
nasty cough ca n't sick huge weekend ahead,negative
really enjoy star trek great movie amaze special effect definately recommend even not_a trekky,positive
photo lovely know talented photographer journalist,positive
wonderful spend mother day mum,positive
catch dvd rent blockbustercom yesterday crack figure minute movie,positive
lovely weekend,positive
call,neutral
not_dublin,negative
jealous im not_at asylum right,negative
give shout people twitterville,neutral
pwnd side,neutral
today maintenance day flat blogyeahhhh lot little work,neutral
nhl not_a fan either team head say detroit foot say pen heart doesnt care go king,neutral
busy lovely time,positive
great chat friend hes totally put mind ease,positive
ive problem charm fast mean ill cross finger,negative
year ca n't catch wont ny till oct,neutral
oh sure thx,positive
ca n't comment directly someone im alone,neutral
respond email,neutral
n't even know sport social enterprise mean,neutral
great awesome cry cuz want bad,neutral
right pull chair welcome,positive
romantic evening papa murphy battle bc history channel,positive
really smoke,neutral
bloody sunburn,negative
yeah big chill good food good music great weather cool day bro,positive
aw im sorry change picture rock like,neutral
ohhh ca n't fun hell man look like get today,negative
not_gon na ask boom boom morning,neutral
n't forget follow emma london like say would wish aswered call cost ï¿,positive
im gon na miss grand prixim go try sneak back room,negative
close tennessee,neutral
yeaup gon na tell ya,neutral
try wake find hard,negative
need play something mary poppins everyone know thats room get tidy,neutral
omg see sun moon place disprove theory person,negative
europe sound finish exam teus well talk,positive
oh god end first course n't believe yeh many exam lalala everything wonderful,positive
im sick sad cold,negative
shut,negative
guess ill drive back nine hour,neutral
youre harlem im jealous right miss live nyc,negative
im not_let reach sink thats sure im still present joint hon owen mon im sat,neutral
wish pool,positive
test seo smo marketing try,neutral
another day office sun burst skyand woman eh wellback keyboard,neutral
rush sitter pick preschooler,neutral
didnt give followfriday advice like tell,neutral
awake sadly see leon today,negative
uqh soo boredd supposedd asleep cuzz wakke upp earlyy juss can'tt sleepp omq tomorroww iss mother dayy,negative
awesome whadya get,positive
go bed age ago tedtalks get ta get early,negative
totally chill day relax garden lovely weather shame go work tomorrow,neutral
well hope good weekend even good day work already monday hereso far good,positive
good rachel nowt,positive
get hit car get screw oepn wound broken finger break toe toe nail feed,negative
already miss mohawk,negative
get tip last night n earn bulk money anywho,neutral
buy pool instead go california pool break waste vacation money next year,negative
listen lady gaga relative leave mother day celebration,neutral
clean find stuff sell im poor,negative
omg spit drink rip hair straightener,negative
thank much neitherrrr,positive
ahh normally would jump im man office solo today,neutral
mmm nothing lucky ive get great friend like u cheer,positive
wats racism australia not_nice,negative
one favorite wkp song,positive
feel better nothing yesterday lay around hate miss youth leader polar bear swim get ta love youth,neutral
painting,neutral
oh not_what happen,neutral
get ready launch podcast chapter turn leave albuquerque morning know youre excite,positive
hard keep everything whole coldplaying twitter facebook not_to talk real life impossible,negative
clock work,neutral
also twitter follow u know latest,neutral
kno kknow sigh sux,negative
mr tweet think,neutral
ive become one pathetic girl feel lonely without boyfriend hahaha miss josey already,negative
nicole ï¿½ rain make sure bring umbrellaï¿½ see not_about pack train im today,neutral
haha sorry past bedtime,negative
texas chainsaw massacre next generation ti nothing pure insanity title queen watch bad horror film,neutral
definitely miss listen spill canvas miss see live well im stitch ooooover oooover oh,negative
great weekend stuttgart befahconference wonderful people nice discussion lot fun together strong,positive
go bowl anymore friend,neutral
im follow wear converse,neutral
hun okay see alot post exercise like madnot eat sleep,negative
brokey,neutral
fun time concert almost get picture taylor momsen freakin next line leave,positive
hm im happy want join drama practice today,positive
finally sync ipod,neutral
register youll able buy prepresale next year saturdays gon na mayhem internet wake early girl,neutral
n't really mean anything anymore l good old top pop every sat friday something,negative
im home videoke funtime yey get load ticket nyahahaha,neutral
nothing like wake slow morning doc appt today,neutral
tanya jealous im mike new favorite try kiss weekendpictures follow,neutral
im slightly disturb hollyoaks tonight really n't think something show,negative
sad fitness center reopens not_have zumba class anymore find today last class closure,negative
ï¿½ï¿½h iï¿½m gon na go big house borrow si guitar play maybe write,neutral
morning coffee fresh air,positive
oh good ive want watch movie nooobody would watch wme,negative
sleeeeeeeepy im goodnight twitterverse,neutral
go antigravity chamber tell gravity suck,neutral
friendss theree birthdayy x,neutral
summer,neutral
demi say hi enough replay please love much,positive
boo im lonely bore,negative
hurt breathe,negative
dream world battle evil spork horde later folk,neutral
waaaaayyyyy hot,negative
always get leave,negative
surely uploading could wait get home im enjoy party,positive
might start spanishany min nownope ca n't,neutral
yeah exactly fan overpower hater anyday u know wat wat u wnt dnt even care anymore know truth,negative
talkshow larry cage,neutral
take long install,negative
go work typical sunshine deep sleep stupid friday,negative
uhknee,neutral
saw squirrel get hit car walk bart morningwondering anything could,neutral
get first lesson rain meet white shirt one man tell like bra time smh,neutral
tempe marketplace wait see star trek,neutral
boyfriend say something hear accent,neutral
degree crappy ac,negative
stick nj transit past twenty minute great way start week,neutral
play simpson game nitentdo light,neutral
pleaseee give shoutout love georgia uk,positive
thats exactly prefer give money play outside house stupid internet connection always ruin instance wow,neutral
pretty good time work talk one gymnastics gils,neutral
iced coffee christ taste nasty,negative
haha yeah think bit,neutral
angus first set,neutral
steal stuff bury fence embarassing man return not_much frog,negative
word call mom lot yall happy mother day love,positive
know feel darian la bam miss terribly wont see sunday,negative
n't wan na single rest life,positive
john lennon poster inner fan girl dance joy,positive
square b sad wasnt shes well square crochet bee poly fibe,negative
boil office air con,neutral
im ready weekend see flash flood warning around,neutral
hollyoaks curse justin strike date burton end screwed poor sod,negative
hmm im disappoint make serving able enjoy one stomach full wishing company help,neutral
not_there wish,neutral
ahh dave canada isnt include thats okay still love ya let get,positive
not_nothing wrong think hot belong,positive
morning welcome new follower tweet business pleasure fair warn,positive
ibood,neutral
j sorry bad night hopefully workout update give little humor night,neutral
kid congrats im still jobless,neutral
heyyy todayy,neutral
yucky last soccer game season todaytryouts start friday,negative
im reagan con accord quiz,neutral
search ryan carera josh kelley theyre really good,positive
happy finally may indy horror yet still remain held captive indys spirit,positive
ca n't set phone twitter,neutral
laugh loudl whats boyfriend suppose mean cold,negative
thers not_many peole tweet tonight well suppose fridayevry normal person partyin im skint,negative
yolonda go swim phone beach laugh loud lose contact,neutral
main event not_happen yet well far,positive
sad leave soon,negative
ever need help podcasters emporium let know,neutral
ok lot boring thought matt lockdown bc moolah,negative
wish mother flatworld happy awesome mother day,positive
congrats dave anna surprise proposal enzian theater orlando,positive
hey wont come town weekend n't day next friday,neutral
bored,negative
innh night bud,neutral
singz think im jst abt ur girrrlfriendim leavinim leavin jst love cm,neutral
hey haha yep negative comment get reallllyyy mad always defend haha,neutral
get home work tire,negative
spend whole day shop aiza n't really like shop still fun foot didnt,neutral
not_one come,neutral
think ur account fake true sorry david,neutral
brain gon na explode minute full number cliiimb j im climb mt number,negative
go buffalo wild wing meet best friend havent see forever bad ca n't eat food,negative
bad net issue wed couldnt broadcast tonight tho tune new anthem bad mixing,negative
c ca n't find original blipfm ex model version not_so much,negative
fantastic pick,positive
basil highlight day ive old man lecture greatness telegraph idiot,neutral
happy mother day mother every,positive
bore bff doesnt want hang,negative
great seein guy today look happy love let hang soon love yall,positive
yes please check position location map add,positive
wow justin timberlake snl tonight hilarious get ta love dude,positive
listen music super junior korea like way sing dance hope someday meet,positive
plus go clash ugly betty channel show season next month well grrr,negative
send angry vibe individual blue vehicle hit car qfc parking lot broad fail leave note,negative
u guy go,neutral
love adriana,positive
thanks retweet man quiet sunday morning hows,positive
kinda nice break wont matter soon ill grad school,positive
fun webcamming caroooo,positive
think coast capital send work number telemarketers,neutral
misscbw sorry one hell day flood,negative
okay long youre right,neutral
thank know,positive
coffee get cold blah,negative
enjoy laker game guy since ill work,positive
oh kimmy really give one week get home hangout better get see,positive
take horse pill hop get sleep tonight,positive
oh thats star trek go already woo,positive
not_sure use neko tix sunday night may offer someone else youll first know interested,neutral
finally leave place woohoo school time,positive
wait raimis new horror flick drag hell im really excite bad not_in amcmain kc,neutral
would welcome,positive
sibling leave alone bore,negative
glad bring sorry ur foot shortyur gon na relax wit heel,negative
oh not_my fan break noooooooooooo great swelter heat like heatish hot laptop warm well,negative
get cofo late didnt close today close mondayback meet buyer tonight show home,neutral
aww man leave laffy taffy work,neutral
way sleepy awake,neutral
hello twitter,neutral
huffy not_have good day night life poor baby,negative
finally home decide time work friday long weekend apparently client,neutral
sure wife seem like cool cat,positive
ed awake andy doesnt feel hot shes still sleep,neutral
wrong button music biz building,neutral
e aw well im sorry n't like july reason,negative
drink tea eat choc chip cooky go head sleep soon night,neutral
love johnny carson im go hate see jay leno go,negative
wish mom world happy relaxing mother day may get spend day foot pamper,positive
realy book side im not_studyin sure,negative
spend whole day edit pro toolsi luvvv thing become quite pro give insane headache,neutral
chiangmai month last year loy krathong best festival ever,positive
say tom hello school,negative
grizzly bear concert tonight ca n't wait cold though,positive
aww way make feel special,positive
creep charlie happen neglect yard whole spring thanks would love see yr dog,neutral
work way bottle excedrin maybe twin,neutral
hate endless supply hot water put water heater ago ill go,negative
hank thompson ï¿½ big one get away hmm old remember,neutral
thank thats really sweet,positive
run around town kathleenshes leave month,neutral
want go back school sigh poor,negative
duh typo error part social networking isnt even room people,negative
work tired want go bed,neutral
ohh didnt double tweet ago,neutral
look old stuff find record old band wella band month ever heard,neutral
okayyy read cause ill feel special haha,positive
im not_a fan day training novi im one sleepy girl,negative
socal stoke maybe not_tomorrow,neutral
feel bad get bad news mum,negative
want increase karma,neutral
oh not_please n't,negative
night twitter lovely happy yo momma day luff mummy,positive
make tonight watch little kid swim watch movie haha love babysitting haha,positive
n't texting,neutral
nothing worse work friday night wake saturday want babe,negative
laugh loud yeah cuz seem way sometimes,neutral
know whats today not_it star war day,neutral
right guy go,neutral
not_offense think career change,neutral
ant apartment,neutral
jenkins nothing yet,neutral
cheese onion father say cheese minging,neutral
im saaaaaaaaaaaaaad need someone talk,negative
welcome beautiful snow leopard,positive
yes,neutral
hey perez good luck well im still plan big present give mom love mom,positive
ca n't go weekend hour exam next week prevent get uni summerball next sat though good,neutral
naisee bad see lens flare arond listen xd ca n't really catch theyre say tho,neutral
slightly later plan gunna get essay,neutral
amen brotha,neutral
company policy last two place ive work,neutral
wont need hug anymore,negative
congratulation win indie award,positive
always make bad decision,negative
eat,neutral
aww suck,negative
haha bet man make heel im sorry hurt though hope feel better livelovesing,neutral
thanks much follow muse much gratitude wish magnificent productive start day,positive
omg know many word time go heres word money ball key,neutral
tummy bug lame get hour sleep,negative
saw toy story trailer get epic woody take l,positive
get home dinner mommy new grandma id rather hollywood right,neutral
cheshirecat,neutral
classic timelessdo n't believe check youtube google etc number n't lie actually perform last night,neutral
work,neutral
anytime need car dammit,negative
oh good god crampsss,negative
oh thats good top haunt housesound one bakery inside ralphies body forget,positive
almost many viewer live eagle cam ustream,neutral
couple guy similar mod may not_have mine saw think mine best im bias,neutral
,neutral
xo hey hey ur follow ur gna relise tweet alot haha normal person wud im not_normal,neutral
movie tym sad cry nonstop,negative
inforks static know ive barely see anyone since get paris yesterday ive walk around static,neutral
watch final underbelly,neutral
laugh loud well learn somethin new thx,positive
dissapointed every wayconfused damage ugly love bug,negative
itmargie say couldnt share info kill evil eddy want info give,negative
pot meet kettle not_so sure equation,neutral
sweetie pie buttercup marry ppl share hehehehehethis include ur shoe collection trade,neutral
im glad im fine thanks another night full,positive
monday good,positive
wooohooo im fourth row back,neutral
make get home wango tango wonderful day,positive
dreary monday morning sleep like give break,negative
try figure work boo,neutral
ugh want thing go back normal miss best friend,negative
collage feminism,neutral
school right,neutral
midnight,neutral
wonder life alzheimers care beyond despair poverty sux commerce futile not_description mommy,negative
hahaha super late thank,neutral
speak soon weekend may delay like min aaaah gottaaa get outttt lose,negative
good morningdid break digit yet,positive
feel like nine not_one guess love make money,positive
back home moment iï¿½m speaking aunt telephone darius neighting backround miss little horse,negative
laugh loud love spahkly gold thing,neutral
lobster dinner mba folk tonight not_terasse pour rain mtl,neutral
wiki project go wait another month manager think need load time prepare halve workload,neutral
ugh lose remote get ta actually move change channel wtf,negative
im not_proud x excels videophoto edit pc lag much behind,negative
always,neutral
ill take lookie sound great,positive
soooooooo happen power forreal,neutral
oh not_trouble paradice,negative
youre reason ca n't get boc,negative
yeah also paper one final left algebra take birthday june,neutral
miss coffee,negative
take back colorado belong,neutral
hope studyin go well,positive
ca n't open eye properly maybe sleep lil longer itll fix,negative
yep itï¿½s mother day well family ignore weï¿½re celebrate every day laugh loud,neutral
watch hairspray,neutral
good theyre realistic still n't like think,neutral
glad not_say hi last night n't want flu sry really,neutral
not_flame war week episode,neutral
feel way cherryflavored item shannt grape strange true,neutral
home sick fridaystudying im point weekend ruined,negative
mean im tire sooooo freakin love,neutral
need know cautious cautious good,positive
hmmm go sleep saturday work watch episode one tree hill one tree hill think,neutral
saw june make think jenny miss much,negative
im pray family beav im sorry loss,negative
not_happy get big choice make,negative
home disneybest time long timehowl moon tonight gba bhb tuesday oh drummer boy niiight,positive
gather guy continue drinking leave,neutral
whyyy still awake work not_good,negative
n't want though wish sleep heather woke ive get work later first read twilight,negative
im bad day,negative
hang myrtle beach married man,neutral
computer piss gig ram dual core vista freeze microsofti want win,negative
family girl love u guy smile,positive
yea really need learn reload,neutral
n't feel good,negative
finally,neutral
horrible nightmare not_gon na go back sleep,negative
fakin kishajust luck,neutral
not_really injure ca n't much exercise kg come already also still look rent place fun time,positive
phone dead suck,negative
shes smarter classier shes perfect im,neutral
sorry im back food call namelaugh loudall good hi sorry havent say sooner laugh loud,neutral
aidan please,neutral
find parent put dog tomorrow morning upset,negative
get ready work think im catch cold yay get ta pull hour shift holla ya sometime tomorrow peace,neutral
day start woops work less hour,negative
ruilen,neutral
laugh loud leave kid internet kid stupid thing,negative
people,neutral
im probs gon na wait come dvd x,neutral
haha rite im freeeeeeee britneys spear listenin time,neutral
back laaandan miss already check new giant purple bow gold wing necklace td,negative
swollen faceagain,negative
deplurk gah need concentrate jap visit site time heh,negative
wish stuck pile box sore back load tesco blue shopper bag fill kitchen,negative
hey adt guess princelples number plate adtï¿ well not_i dunno number,neutral
sad nothing,negative
la bound,neutral
vega fireeeeee,negative
energy steadily increase thankfully cough isnt go away,neutral
listen miley cyrus breakout cd love,positive
jo mask nonexistent mo chari didnt send one havent bother make one im wear boy clothes,positive
mean fam minus ahugs,neutral
thanks wookieman test stuff laugh loud,positive
katie malamute dog weight well im tall quite good,positive
happy mother day tweetin mama nite tweeple,positive
clean whole kitchenand come home go make mess itmy mom didnt even get see,negative
omg almost comment bday joe herebut turn,neutral
kid stronger,positive
sunburn hurt,negative
good morning hope good day today although monday positive,positive
church hour better hurry get sleep,neutral
well one thing might brand public menace state,neutral
really best night ever,positive
repeat final second game dalden please official anyway happy mother day,neutral
wake finally long night tea toast tv come,neutral
thanks ill check ill stay thursday night though,positive
work,neutral
redbull amount caffine cup coffee youre theory quash nicola,neutral
morning david safe journey enjoy time state,positive
ahahahahahahahaha please eat head,positive
ok thought occur,neutral
flight head denversee yall min,neutral
concert please explain im intrigue,neutral
shediddy laugh loud get ta share,neutral
goodbye picnic classmate today weather beautifuul,positive
mom season weed get burnt family friends mobile home,negative
forget put sunblock get car,neutral
eat something,neutral
youve get love fly tipper worst ive see dead mule dump holmbury hill,neutral
drive summahkayy,neutral
oh im sorrymy kitty right checkedlosing lot weight last wks not_good,negative
hope great weekend congratulation,positive
u,neutral
little girl holly find time aw shell get load vote bet,neutral
sm manage crash phone,negative
watch,neutral
margs drive home rain,neutral
intentando intentarlo,neutral
didt get tht,neutral
laugh loud go buy new laptop feb already know laugh loud look anyway walk away sadfaced,negative
heard single wait month hearandim disappointed,negative
think order day maybe get something backorder,neutral
finally ubuntu arrive disc,neutral
burp exact time steph,neutral
def cheese onion however back state month find bag saltvinegarthey taste great,positive
take back castone drop last night,neutral
try sleep without pill not_work wide awake late take ill sleep til,negative
lunch isnt im already hungry,negative
make someone walk ur back im professional back walkeroner could use lower region,neutral
bwahah love jackass movie chocolateeee,positive
headache im go bed goodnight,negative
happy mother mom,positive
happen wasnt drunk laugh loud,neutral
really need job,neutral
good morningafternoonnight allstudying usual,neutral
keep bump mouse computer doesnt go sleep not_internet access not_file work slowest friday eeeeevvveeerrrr,negative
laugh loud kalaharinet marketing may,neutral
n't mtv go fmlllll,negative
think gettin physical change,neutral
people come kill mouse monday mixed emotion mean live desk drawer,negative
normally dnt sleep like cud never not_sleep night n ur entertainment,neutral
learn nonpayment client new business headache hop avoid,neutral
ok ca n't sleep twitter,neutral
hypervenilating cuz watch keith urbans new video try calm im realize far away august,neutral
grumbleweather man n't know wtf talkin,negative
close enter pogue book today world accord twitter yet seem far,neutral
sadly true,negative
lil old mac thingand never not_to charge,negative
tech wake little ago sleep couple hour laugh loud im wide awake,neutral
pin multi core cable go bad service,negative
female robin fly window watch die bush think go cry,negative
think start iphone app development business reply win easywriter pro code,neutral
really want go concert tomorrow,neutral
hollie spelt ie not_a make cry bgt tonight gxx,negative
though clothes collection designer together visual art,negative
follower congrats,positive
hm n't recommend white chocolate though move dark side first,neutral
mrskutcher aplusk two funny,positive
congrats hughesy holly safe arrival rafferty david hughes hope well xoxo,positive
wish could attend year small event like nba stanley cup final keep get way work work work,neutral
ahokay,neutral
yeah,neutral
would like remind people kansai scene whatever current issue like nothing,negative
nice want ill get pirated miss,neutral
early morning probably wont even need much makeup,neutral
picture wont come keep say thats nice picture,neutral
im good girlall work,positive
thanks rub jerk guy go weekend,positive
yeah sound bit bad man get exam week week,negative
